"Feature.ID","row.m.z","row.retention.time","peaks","ADULT_1","ADULT_2","Adult_ave","NEONATE_1","NEONATE_2","Neonate_ave","Overall_ave","fold_change","X","match"
"1429.6118:16.9",1429.611798,16.940125,2,2900000,3100000,3e+06,2e+06,920000,1500000,2200000,"1.0",NA,""
"807.3533:17.4",807.3533257,17.39420833,2,2300000,5e+06,3700000,740000,810000,780000,2200000,"2.2",NA,""
"8672.7764:29.4",8672.776404,29.39183333,2,3100000,3200000,3200000,450000,1900000,1200000,2200000,"1.4",NA,"NEONATE_red_1_276;NEONATE_red_1_310;NEONATE_red_1_380;NEONATE_red_1_386;NEONATE_red_2_411;NEONATE_red_2_420;ADULT_red_1_260;NEONATE_red_2_401;NEONATE_red_1_274;NEONATE_red_2_271;NEONATE_red_1_314;NEONATE_red_1_377;ADULT_red_1_656;ADULT_red_1_432;ADULT_red_1_287;ADULT_red_1_464;NEONATE_red_1_365;NEONATE_red_2_405;NEONATE_red_2_412;ADULT_red_1_397;ADULT_red_1_415;ADULT_red_2_407;NEONATE_red_1_303;NEONATE_red_2_377;ADULT_red_1_584;NEONATE_red_2_300;NEONATE_red_1_267;NEONATE_red_2_374;ADULT_red_2_664;ADULT_red_2_402;ADULT_red_1_438;NEONATE_red_2_276;ADULT_red_2_415;NEONATE_red_1_282;NEONATE_red_2_283;NEONATE_red_2_384;ADULT_red_1_433;ADULT_red_1_560;ADULT_red_2_426;ADULT_red_2_536;ADULT_red_1_386;ADULT_red_1_440;ADULT_red_1_726;NEONATE_red_1_332;NEONATE_red_1_362;NEONATE_red_1_295;NEONATE_red_2_422;NEONATE_red_2_446;ADULT_red_1_552;ADULT_red_1_572;ADULT_red_1_804;ADULT_red_2_866;ADULT_red_2_548;ADULT_red_2_328;NEONATE_red_1_325;NEONATE_red_2_333;ADULT_red_1_643;NEONATE_red_2_314;ADULT_red_2_394;NEONATE_red_2_323;NEONATE_red_2_407;ADULT_red_1_524;ADULT_red_2_573;ADULT_red_1_344;ADULT_red_2_527;ADULT_red_1_383;ADULT_red_2_342;ADULT_red_1_309;ADULT_red_1_325;ADULT_red_1_332;ADULT_red_1_633;ADULT_red_1_815;ADULT_red_2_401;ADULT_red_2_484;ADULT_red_2_507;ADULT_red_2_775;ADULT_red_2_395;ADULT_red_2_442;ADULT_red_2_348;NEONATE_red_1_260;NEONATE_red_1_358;ADULT_red_1_323;NEONATE_red_2_326;NEONATE_red_2_313;ADULT_red_1_902;ADULT_red_2_293;ADULT_red_2_556;ADULT_red_2_326;ADULT_red_2_503;NEONATE_red_2_322;ADULT_red_1_509;ADULT_red_1_533;ADULT_red_2_438;ADULT_red_2_604;NEONATE_red_2_312;ADULT_red_1_324;NEONATE_red_2_337;ADULT_red_2_353;ADULT_red_1_316;ADULT_red_2_572;ADULT_red_1_391;ADULT_red_2_369;ADULT_red_2_543;ADULT_red_2_549;ADULT_red_2_939;ADULT_red_1_301;ADULT_red_2_341;ADULT_red_2_474;ADULT_red_2_555;NEONATE_red_2_366;ADULT_red_2_373;ADULT_red_2_445;ADULT_red_2_584;NEONATE_red_1_331;ADULT_red_1_510;ADULT_red_1_534;NEONATE_red_1_328;ADULT_red_1_371;ADULT_red_1_338;NEONATE_red_1_447;ADULT_red_1_335;ADULT_red_1_808;ADULT_red_2_564;ADULT_red_2_428;ADULT_red_1_458;ADULT_red_1_341;ADULT_red_1_800;ADULT_red_1_837;ADULT_red_2_902;ADULT_red_2_356;ADULT_red_1_365;ADULT_red_1_578;ADULT_red_2_801;ADULT_red_1_350;ADULT_red_2_327;ADULT_red_2_529;ADULT_red_2_766;ADULT_red_2_583;ADULT_red_1_306;NEONATE_red_1_398;ADULT_red_2_456;NEONATE_red_1_404;NEONATE_red_2_476;ADULT_red_2_493;NEONATE_red_2_343;ADULT_red_1_707;ADULT_red_2_387;ADULT_red_2_654;ADULT_red_2_927;ADULT_red_2_1065;ADULT_red_2_372;NEONATE_red_1_445;ADULT_red_1_492;ADULT_red_1_563;ADULT_red_1_825;ADULT_red_2_895;ADULT_red_1_792;ADULT_red_1_882"
"8672.7688:30.1",8672.768823,30.056875,2,4600000,3e+06,3800000,410000,580000,5e+05,2100000,"2.9",NA,"NEONATE_red_1_276;NEONATE_red_1_310;NEONATE_red_1_380;NEONATE_red_1_386;NEONATE_red_2_411;NEONATE_red_2_420;ADULT_red_1_260;NEONATE_red_2_401;NEONATE_red_1_274;NEONATE_red_2_271;NEONATE_red_1_314;NEONATE_red_1_377;ADULT_red_1_656;ADULT_red_1_432;ADULT_red_1_287;ADULT_red_1_464;NEONATE_red_1_365;NEONATE_red_2_405;NEONATE_red_2_412;ADULT_red_1_397;ADULT_red_1_415;ADULT_red_2_407;NEONATE_red_1_303;NEONATE_red_2_377;ADULT_red_1_584;NEONATE_red_2_300;NEONATE_red_1_267;NEONATE_red_2_374;ADULT_red_2_664;ADULT_red_2_402;ADULT_red_1_438;NEONATE_red_2_276;ADULT_red_2_415;NEONATE_red_1_282;NEONATE_red_2_283;NEONATE_red_2_384;ADULT_red_1_433;ADULT_red_1_560;ADULT_red_2_426;ADULT_red_2_536;ADULT_red_1_386;ADULT_red_1_440;ADULT_red_1_726;NEONATE_red_1_332;NEONATE_red_1_362;NEONATE_red_1_295;NEONATE_red_2_422;NEONATE_red_2_446;ADULT_red_1_552;ADULT_red_1_572;ADULT_red_1_804;ADULT_red_2_866;ADULT_red_2_548;ADULT_red_2_328;NEONATE_red_1_325;NEONATE_red_2_333;ADULT_red_1_643;NEONATE_red_2_314;ADULT_red_2_394;NEONATE_red_2_323;NEONATE_red_2_407;ADULT_red_1_524;ADULT_red_2_573;ADULT_red_1_344;ADULT_red_2_527;ADULT_red_1_383;ADULT_red_2_342;ADULT_red_1_309;ADULT_red_1_325;ADULT_red_1_332;ADULT_red_1_633;ADULT_red_1_815;ADULT_red_2_401;ADULT_red_2_484;ADULT_red_2_507;ADULT_red_2_775;ADULT_red_2_395;ADULT_red_2_442;ADULT_red_2_348;NEONATE_red_1_260;NEONATE_red_1_358;ADULT_red_1_323;NEONATE_red_2_326;NEONATE_red_2_313;ADULT_red_1_902;ADULT_red_2_293;ADULT_red_2_556;ADULT_red_2_326;ADULT_red_2_503;NEONATE_red_2_322;ADULT_red_1_509;ADULT_red_1_533;ADULT_red_2_438;ADULT_red_2_604;NEONATE_red_2_312;ADULT_red_1_324;NEONATE_red_2_337;ADULT_red_2_353;ADULT_red_1_316;ADULT_red_2_572;ADULT_red_1_391;ADULT_red_2_369;ADULT_red_2_543;ADULT_red_2_549;ADULT_red_2_939;ADULT_red_1_301;ADULT_red_2_341;ADULT_red_2_474;ADULT_red_2_555;NEONATE_red_2_366;ADULT_red_2_373;ADULT_red_2_445;ADULT_red_2_584;NEONATE_red_1_331;ADULT_red_1_510;ADULT_red_1_534;NEONATE_red_1_328;ADULT_red_1_371;ADULT_red_1_338;NEONATE_red_1_447;ADULT_red_1_335;ADULT_red_1_808;ADULT_red_2_564;ADULT_red_2_428;ADULT_red_1_458;ADULT_red_1_341;ADULT_red_1_800;ADULT_red_1_837;ADULT_red_2_902;ADULT_red_2_356;ADULT_red_1_365;ADULT_red_1_578;ADULT_red_2_801;ADULT_red_1_350;ADULT_red_2_327;ADULT_red_2_529;ADULT_red_2_766;ADULT_red_2_583;ADULT_red_1_306;NEONATE_red_1_398;ADULT_red_2_456;NEONATE_red_1_404;NEONATE_red_2_476;ADULT_red_2_493;NEONATE_red_2_343;ADULT_red_1_707;ADULT_red_2_387;ADULT_red_2_654;ADULT_red_2_927;ADULT_red_2_1065;ADULT_red_2_372;NEONATE_red_1_445;ADULT_red_1_492;ADULT_red_1_563;ADULT_red_1_825;ADULT_red_2_895;ADULT_red_1_792;ADULT_red_1_882"
"1724.6971:21.9",1724.697094,21.926,2,840000,2e+06,1400000,2700000,2900000,2800000,2100000,"-1.0",NA,""
"8248.6347:29.3",8248.634668,29.34545833,2,3300000,4500000,3900000,160000,460000,310000,2100000,"3.7",NA,"NEONATE_red_1_378;ADULT_red_2_1021;NEONATE_red_1_379;NEONATE_red_1_383;ADULT_red_2_554;ADULT_red_1_715;ADULT_red_1_743;NEONATE_red_1_388;ADULT_red_1_419;ADULT_red_1_766;ADULT_red_2_772;ADULT_red_1_736;ADULT_red_2_995;ADULT_red_1_689;NEONATE_red_2_394;ADULT_red_2_738;ADULT_red_2_867;ADULT_red_2_917;ADULT_red_2_951;ADULT_red_1_573;ADULT_red_1_697;ADULT_red_1_467;ADULT_red_2_924;NEONATE_red_2_389;ADULT_red_1_725;ADULT_red_2_759;NEONATE_red_1_390;ADULT_red_2_436;ADULT_red_1_488;NEONATE_red_1_405;ADULT_red_1_401;ADULT_red_2_547;NEONATE_red_2_370;NEONATE_red_2_361;NEONATE_red_2_385;NEONATE_red_1_396;ADULT_red_2_540;ADULT_red_2_894;ADULT_red_2_447;NEONATE_red_1_356;ADULT_red_1_454;ADULT_red_2_785;ADULT_red_1_463;ADULT_red_1_431;NEONATE_red_1_393;ADULT_red_1_437;ADULT_red_2_533;ADULT_red_2_546;NEONATE_red_2_373;ADULT_red_1_528;ADULT_red_1_426;ADULT_red_1_470;ADULT_red_2_598;NEONATE_red_1_336;ADULT_red_1_400;ADULT_red_2_374;ADULT_red_1_559;ADULT_red_1_803;ADULT_red_2_399;ADULT_red_1_489;ADULT_red_1_770;ADULT_red_2_477;ADULT_red_2_502;ADULT_red_2_511;ADULT_red_2_534;ADULT_red_2_597;ADULT_red_1_497;ADULT_red_1_538;NEONATE_red_1_408;NEONATE_red_2_395;ADULT_red_2_552;ADULT_red_2_754;ADULT_red_1_395;NEONATE_red_1_343;ADULT_red_1_363;ADULT_red_1_439;ADULT_red_1_581;ADULT_red_1_662;ADULT_red_2_510;ADULT_red_2_753;NEONATE_red_2_390;ADULT_red_2_377;ADULT_red_1_499;ADULT_red_2_538;ADULT_red_2_624;NEONATE_red_1_364;NEONATE_red_1_374;NEONATE_red_2_380;ADULT_red_2_454;ADULT_red_2_886;ADULT_red_2_919;NEONATE_red_1_367;ADULT_red_2_410;ADULT_red_2_423;ADULT_red_2_873;NEONATE_red_1_366;NEONATE_red_1_376;NEONATE_red_2_421;ADULT_red_2_432;ADULT_red_2_901;NEONATE_red_2_342;ADULT_red_1_403;ADULT_red_1_424;ADULT_red_1_504;ADULT_red_1_536;ADULT_red_1_767;ADULT_red_2_501;ADULT_red_2_768;ADULT_red_2_868;ADULT_red_1_364;ADULT_red_1_376;NEONATE_red_1_373;ADULT_red_1_446;ADULT_red_1_762;ADULT_red_2_865;ADULT_red_2_462;NEONATE_red_2_381;NEONATE_red_2_419;ADULT_red_1_530;ADULT_red_1_814;ADULT_red_1_820;ADULT_red_2_607;ADULT_red_2_519;ADULT_red_1_858;ADULT_red_2_959;NEONATE_red_2_344;NEONATE_red_2_375;ADULT_red_2_434;ADULT_red_1_380;ADULT_red_2_427;ADULT_red_1_665;ADULT_red_2_409;ADULT_red_2_476;ADULT_red_2_678;ADULT_red_2_747;NEONATE_red_2_448;NEONATE_red_1_359;NEONATE_red_1_370;ADULT_red_1_505;ADULT_red_2_406;ADULT_red_1_356;ADULT_red_1_357;ADULT_red_1_379;ADULT_red_2_498;ADULT_red_2_403;ADULT_red_2_954;ADULT_red_1_585;ADULT_red_1_375;ADULT_red_1_829;ADULT_red_2_429;ADULT_red_2_544;ADULT_red_2_623;ADULT_red_1_434;ADULT_red_1_638;ADULT_red_2_934;NEONATE_red_1_368;ADULT_red_2_807;ADULT_red_2_893;NEONATE_red_2_376;ADULT_red_2_896;ADULT_red_2_986;ADULT_red_2_1103;ADULT_red_1_631;ADULT_red_1_447;ADULT_red_1_755;ADULT_red_2_1074;ADULT_red_1_390;ADULT_red_1_377;ADULT_red_1_394;ADULT_red_1_576;ADULT_red_2_472;ADULT_red_2_906;ADULT_red_1_443;ADULT_red_2_457;ADULT_red_1_387;ADULT_red_2_559;ADULT_red_1_475;ADULT_red_2_421;ADULT_red_2_496;ADULT_red_1_511;ADULT_red_2_475;ADULT_red_2_903;ADULT_red_1_389;ADULT_red_2_610;ADULT_red_2_631;ADULT_red_1_461;ADULT_red_2_417;ADULT_red_2_494;ADULT_red_2_636;ADULT_red_2_413;ADULT_red_2_819;ADULT_red_1_385;ADULT_red_2_416;ADULT_red_2_469;NEONATE_red_1_395;ADULT_red_2_667;ADULT_red_2_630;ADULT_red_2_770;ADULT_red_1_848;ADULT_red_2_419;ADULT_red_2_815;ADULT_red_2_412;ADULT_red_1_388;ADULT_red_1_618;ADULT_red_2_878;ADULT_red_2_880;ADULT_red_2_991;ADULT_red_2_418;ADULT_red_2_1007"
"311.9815:2.9",311.9815216,2.875445833,4,620000,4100000,2400000,2400000,1300000,1900000,2100000,"0.4",NA,""
"1372.4449:17.5",1372.444946,17.49858333,4,2e+06,2200000,2100000,2400000,1800000,2100000,2100000,"0.0",NA,""
"1291.7169:26.1",1291.716858,26.14666667,2,0,0,0,4600000,3800000,4200000,2100000,"#ZAHL!",NA,""
"4587.0013:37.1",4587.001338,37.12141667,2,36000,110000,73000,3400000,4800000,4100000,2100000,"-5.8",NA,""
"378.1077:1.6",378.1076949,1.567579167,2,1900000,3e+06,2500000,1600000,1600000,1600000,2e+06,"0.6",NA,""
"524.0794:3.3",524.079361,3.331795833,4,2800000,650000,1700000,3300000,1100000,2200000,2e+06,"-0.4",NA,""
"8247.6262:29.3",8247.626221,29.29295833,2,4e+06,3200000,3600000,250000,370000,310000,2e+06,"3.5",NA,"ADULT_red_1_718;ADULT_red_2_928;ADULT_red_1_813;NEONATE_red_2_371;ADULT_red_1_435;ADULT_red_1_566;ADULT_red_1_700;NEONATE_red_1_402;ADULT_red_2_888;ADULT_red_1_413;ADULT_red_1_548;ADULT_red_1_558;NEONATE_red_1_339;NEONATE_red_1_337;ADULT_red_1_430;NEONATE_red_2_393;ADULT_red_1_521;ADULT_red_1_648;ADULT_red_1_836;ADULT_red_2_797;NEONATE_red_1_381;ADULT_red_1_796;ADULT_red_2_760;ADULT_red_1_570;NEONATE_red_2_408;NEONATE_red_1_363;ADULT_red_1_349;ADULT_red_1_423;ADULT_red_1_692;ADULT_red_1_721;ADULT_red_2_569;NEONATE_red_1_385;ADULT_red_2_449;ADULT_red_2_777;ADULT_red_1_420;ADULT_red_1_833;ADULT_red_2_692;ADULT_red_1_453;NEONATE_red_1_352;ADULT_red_1_411;NEONATE_red_2_346;ADULT_red_1_429;NEONATE_red_1_340;NEONATE_red_2_347;NEONATE_red_2_348;NEONATE_red_2_349;NEONATE_red_2_350;NEONATE_red_2_351;ADULT_red_1_468;ADULT_red_2_771;ADULT_red_1_491;NEONATE_red_1_342;ADULT_red_2_400;ADULT_red_2_526;ADULT_red_1_514;ADULT_red_2_739;ADULT_red_2_381;ADULT_red_2_840;NEONATE_red_2_404;ADULT_red_1_527;ADULT_red_1_575;ADULT_red_1_779;NEONATE_red_1_345;NEONATE_red_1_346;NEONATE_red_1_348;ADULT_red_2_524;ADULT_red_1_366;ADULT_red_2_455;ADULT_red_2_561;ADULT_red_2_616;ADULT_red_1_414;ADULT_red_2_619;NEONATE_red_2_339;ADULT_red_1_348;ADULT_red_1_408;ADULT_red_1_569;ADULT_red_2_537;ADULT_red_2_614;ADULT_red_2_709;ADULT_red_2_826;ADULT_red_2_691;ADULT_red_2_780;NEONATE_red_1_341;ADULT_red_2_398;ADULT_red_1_358;ADULT_red_1_359;ADULT_red_1_367;ADULT_red_1_445;ADULT_red_2_389;ADULT_red_2_828;NEONATE_red_2_364;ADULT_red_2_396;ADULT_red_2_542;ADULT_red_1_863;ADULT_red_2_465;ADULT_red_1_404;ADULT_red_1_728;ADULT_red_1_753;ADULT_red_2_384;ADULT_red_2_385;ADULT_red_2_386;ADULT_red_2_391;ADULT_red_2_392;ADULT_red_2_563;ADULT_red_2_574;ADULT_red_2_393;ADULT_red_1_520;ADULT_red_2_378;ADULT_red_2_562;ADULT_red_1_369;ADULT_red_1_361;ADULT_red_2_397;NEONATE_red_1_349;ADULT_red_1_866;ADULT_red_2_390;ADULT_red_2_550;ADULT_red_2_831;ADULT_red_2_962;NEONATE_red_2_356;ADULT_red_1_452;ADULT_red_1_472;ADULT_red_1_583;ADULT_red_1_809;ADULT_red_1_912;ADULT_red_2_835;NEONATE_red_1_355;ADULT_red_2_488;ADULT_red_2_571;ADULT_red_1_368;ADULT_red_1_354;NEONATE_red_2_358;ADULT_red_1_351;NEONATE_red_2_341;ADULT_red_1_442;ADULT_red_2_495;ADULT_red_2_577;ADULT_red_1_352;ADULT_red_2_382;ADULT_red_2_383;ADULT_red_2_404;ADULT_red_2_405;ADULT_red_2_491;NEONATE_red_2_403;ADULT_red_1_456;ADULT_red_1_487;ADULT_red_1_712;ADULT_red_1_897;ADULT_red_2_485;ADULT_red_2_628;ADULT_red_2_702;ADULT_red_2_795;ADULT_red_2_935;ADULT_red_1_823;ADULT_red_2_627;ADULT_red_2_804;ADULT_red_1_531;ADULT_red_2_505;ADULT_red_1_571;ADULT_red_1_876;ADULT_red_2_444;ADULT_red_2_525;ADULT_red_1_519;ADULT_red_1_556;ADULT_red_1_562;ADULT_red_1_774;ADULT_red_2_441;ADULT_red_2_875;ADULT_red_2_1068;ADULT_red_1_551;ADULT_red_1_355;ADULT_red_2_606;NEONATE_red_2_362;ADULT_red_1_353;ADULT_red_2_440;ADULT_red_1_469;ADULT_red_1_586;ADULT_red_1_688;ADULT_red_1_875;ADULT_red_2_530;ADULT_red_2_969;ADULT_red_2_812;ADULT_red_2_587;ADULT_red_2_553;ADULT_red_2_594;NEONATE_red_2_345;ADULT_red_1_500;ADULT_red_1_542;ADULT_red_2_860;ADULT_red_1_816;ADULT_red_2_566;ADULT_red_2_914;ADULT_red_2_949;ADULT_red_1_381;ADULT_red_2_379;ADULT_red_2_845;ADULT_red_2_424;ADULT_red_2_602;ADULT_red_1_522;NEONATE_red_2_355;ADULT_red_1_810;ADULT_red_2_575;ADULT_red_2_996;ADULT_red_2_467;ADULT_red_2_682;ADULT_red_1_459;ADULT_red_1_513;ADULT_red_1_496;ADULT_red_1_740;ADULT_red_1_844;ADULT_red_2_822;ADULT_red_2_965;ADULT_red_2_487;ADULT_red_2_883;ADULT_red_2_936;ADULT_red_2_380;ADULT_red_1_579;ADULT_red_2_581;ADULT_red_1_564;ADULT_red_1_750;ADULT_red_1_652;ADULT_red_1_733;ADULT_red_1_746;ADULT_red_2_837;ADULT_red_2_862;ADULT_red_2_980;ADULT_red_2_1079;ADULT_red_1_406;ADULT_red_2_466;ADULT_red_2_590;ADULT_red_2_657;ADULT_red_2_586;ADULT_red_2_977;ADULT_red_2_988;ADULT_red_1_546;ADULT_red_1_620;ADULT_red_1_880;ADULT_red_1_841;ADULT_red_1_888;ADULT_red_2_625;ADULT_red_2_600;ADULT_red_2_847;ADULT_red_2_1002;ADULT_red_1_462;ADULT_red_2_481;ADULT_red_1_577;ADULT_red_1_477;ADULT_red_1_582;ADULT_red_1_881"
"7170.2761:22.3",7170.276123,22.32441667,4,1400000,1500000,1500000,2900000,2e+06,2500000,2e+06,"-0.8",NA,""
"321.1302:4.9",321.1301524,4.875895833,2,380000,1100000,740000,3200000,3e+06,3100000,1900000,"-2.1",NA,""
"1777.805:8.9",1777.805015,8.938204167,2,580000,3200000,1900000,1500000,2300000,1900000,1900000,"0.0",NA,""
"5953.6223:21.2",5953.622253,21.153375,4,1200000,2200000,1700000,2800000,1300000,2100000,1900000,"-0.3",NA,"NEONATE_red_1_55;NEONATE_red_2_60;NEONATE_red_1_53;NEONATE_red_1_54;ADULT_red_1_42;ADULT_red_1_47;ADULT_red_1_40;ADULT_red_1_41;ADULT_red_2_50;ADULT_red_2_49;ADULT_red_2_48"
"320.1233:14.3",320.1233044,14.32185,2,470000,1200000,840000,2100000,3700000,2900000,1900000,"-1.8",NA,""
"722.408:16.9",722.4079952,16.94254167,2,590000,770000,680000,3100000,2900000,3e+06,1800000,"-2.1",NA,""
"8374.6573:38.1",8374.657308,38.14291667,2,1400000,2e+06,1700000,1900000,1900000,1900000,1800000,"-0.2",NA,"NEONATE_red_1_617;NEONATE_red_1_638;ADULT_red_1_867;ADULT_red_1_917;ADULT_red_2_1084;NEONATE_red_1_629;ADULT_red_2_929;ADULT_red_2_942;NEONATE_red_1_609;ADULT_red_2_938;ADULT_red_2_765;ADULT_red_1_701;ADULT_red_2_1072;NEONATE_red_1_668;ADULT_red_1_916;NEONATE_red_2_556;ADULT_red_2_1070;NEONATE_red_1_591;NEONATE_red_2_668;NEONATE_red_2_897;NEONATE_red_1_621;ADULT_red_2_1077;NEONATE_red_1_595;NEONATE_red_1_616;NEONATE_red_1_561;ADULT_red_1_729;ADULT_red_1_835;NEONATE_red_2_551;NEONATE_red_2_724;ADULT_red_2_1054;NEONATE_red_1_610;NEONATE_red_2_678;NEONATE_red_2_704;NEONATE_red_2_661;NEONATE_red_1_551;NEONATE_red_1_603;ADULT_red_1_694;ADULT_red_2_782;ADULT_red_2_813;ADULT_red_1_927;ADULT_red_2_993;ADULT_red_1_737;ADULT_red_2_681;ADULT_red_2_973;ADULT_red_2_832;NEONATE_red_2_777;ADULT_red_1_772;ADULT_red_2_926;ADULT_red_2_1043;NEONATE_red_2_631;NEONATE_red_1_537;ADULT_red_2_806;ADULT_red_2_752;NEONATE_red_1_526;NEONATE_red_1_673;NEONATE_red_1_780;NEONATE_red_2_655;NEONATE_red_2_853;ADULT_red_2_1023;NEONATE_red_1_581;NEONATE_red_1_626;ADULT_red_2_743;ADULT_red_2_899;NEONATE_red_2_591;ADULT_red_1_495;NEONATE_red_1_643;NEONATE_red_1_657;NEONATE_red_2_563;ADULT_red_2_877;NEONATE_red_2_590;NEONATE_red_1_665;ADULT_red_2_931;ADULT_red_1_730;ADULT_red_2_767;ADULT_red_2_737;ADULT_red_2_953;ADULT_red_2_948;NEONATE_red_1_632;ADULT_red_1_706;ADULT_red_1_778;ADULT_red_1_940;ADULT_red_2_909;ADULT_red_2_1096;NEONATE_red_1_543;NEONATE_red_1_579;ADULT_red_1_732;NEONATE_red_2_643;ADULT_red_2_913;ADULT_red_1_831;NEONATE_red_1_754;ADULT_red_1_939;ADULT_red_2_748;ADULT_red_2_1056;ADULT_red_2_1090;ADULT_red_1_745;ADULT_red_2_697;ADULT_red_1_709;ADULT_red_2_952;ADULT_red_2_1003;NEONATE_red_2_633;ADULT_red_2_905;ADULT_red_1_761;ADULT_red_1_898;ADULT_red_2_781;ADULT_red_1_651;ADULT_red_1_843;ADULT_red_1_819;NEONATE_red_2_703;NEONATE_red_2_733;ADULT_red_1_727;ADULT_red_1_805;ADULT_red_2_930;ADULT_red_2_992;ADULT_red_2_1088;ADULT_red_2_1108;ADULT_red_2_1100;NEONATE_red_1_541;ADULT_red_2_922;NEONATE_red_2_685;ADULT_red_1_798;ADULT_red_2_749;ADULT_red_2_820;ADULT_red_2_916;ADULT_red_2_796;NEONATE_red_1_684;ADULT_red_1_591;ADULT_red_1_834;ADULT_red_1_895;ADULT_red_1_932;ADULT_red_1_933;ADULT_red_1_957;ADULT_red_2_955;ADULT_red_2_1045;ADULT_red_2_1082;ADULT_red_2_967;ADULT_red_1_644;NEONATE_red_2_650;ADULT_red_2_821;NEONATE_red_2_721;ADULT_red_1_763;ADULT_red_2_881;NEONATE_red_2_848;ADULT_red_1_623;ADULT_red_1_754;ADULT_red_1_794;ADULT_red_1_856;ADULT_red_1_890;ADULT_red_1_892;ADULT_red_2_858;ADULT_red_2_1008;ADULT_red_2_1030;ADULT_red_2_1036;NEONATE_red_2_602;ADULT_red_1_636;ADULT_red_1_624;ADULT_red_1_846;NEONATE_red_2_858;ADULT_red_1_838;ADULT_red_1_938;ADULT_red_2_811;ADULT_red_2_839;ADULT_red_2_892;ADULT_red_2_968;ADULT_red_2_1034;ADULT_red_2_1035;ADULT_red_2_677;ADULT_red_2_715;ADULT_red_1_669;ADULT_red_1_670;ADULT_red_2_857;ADULT_red_1_722;ADULT_red_1_906;ADULT_red_2_911;NEONATE_red_1_738;NEONATE_red_1_784;NEONATE_red_2_827;NEONATE_red_2_881;ADULT_red_1_741;ADULT_red_1_765;ADULT_red_1_887;ADULT_red_2_897;ADULT_red_2_1066;ADULT_red_1_859;ADULT_red_2_1089;ADULT_red_2_731;ADULT_red_1_668;ADULT_red_1_674;ADULT_red_2_707;NEONATE_red_1_519;ADULT_red_1_865;ADULT_red_1_872;ADULT_red_1_901;ADULT_red_1_903;ADULT_red_1_909;ADULT_red_2_1109;ADULT_red_1_635;ADULT_red_2_976;ADULT_red_2_898;NEONATE_red_1_582;NEONATE_red_2_747;NEONATE_red_2_835;ADULT_red_2_994;ADULT_red_2_1046;ADULT_red_2_1087;ADULT_red_2_724;NEONATE_red_2_838;ADULT_red_1_931;ADULT_red_2_674;ADULT_red_1_663;ADULT_red_1_948;ADULT_red_2_1110;ADULT_red_1_799;NEONATE_red_2_735;ADULT_red_1_946;ADULT_red_2_1006;ADULT_red_2_1081;ADULT_red_1_680;ADULT_red_2_990;ADULT_red_2_1039;ADULT_red_2_1062;NEONATE_red_2_818;ADULT_red_2_982;ADULT_red_1_827;ADULT_red_2_1067;ADULT_red_1_915;ADULT_red_1_942"
"412.2324:18.9",412.2323963,18.87275,2,2900000,1100000,2e+06,1400000,1700000,1600000,1800000,"0.4",NA,""
"2281.9257:30.9",2281.925691,30.92183333,2,3300000,2500000,2900000,290000,1e+06,650000,1800000,"2.2",NA,""
"647.2533:6.1",647.2532768,6.097708333,2,4100000,2100000,3100000,350000,460000,410000,1800000,"2.9",NA,""
"1264.4502:24.3",1264.450155,24.25679167,2,1600000,2200000,1900000,1300000,1900000,1600000,1800000,"0.2",NA,""
"497.2227:6.3",497.2226589,6.34195,2,2300000,3300000,2800000,1e+06,4e+05,7e+05,1800000,"2.0",NA,""
"477.2313:4.2",477.2312584,4.245666667,4,1600000,1600000,1600000,1400000,2400000,1900000,1800000,"-0.2",NA,""
"3635.6553:12.5",3635.655301,12.5391375,2,290000,280000,290000,3700000,2400000,3100000,1700000,"-3.4",NA,"NEONATE_red_1_2;NEONATE_red_2_3;NEONATE_red_2_6"
"4430.9414:34.4",4430.941406,34.40633333,2,0,0,0,3900000,2700000,3300000,1700000,"#ZAHL!",NA,"NEONATE_red_2_616"
"316.0686:3.5",316.0685884,3.470408333,2,1800000,2200000,2e+06,1e+06,1600000,1300000,1700000,"0.6",NA,""
"10277.6235:24.7",10277.62354,24.70041667,2,0,0,0,5800000,740000,3300000,1600000,"#ZAHL!",NA,"NEONATE_red_2_188;NEONATE_red_2_207"
